City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,batu gajah,4.4692,101.0411,24.86,94,20,1.03,MY,1682636562
287,hiratacho,35.4333,132.8167,11.01,93,75,1.03,JP,1682636562
288,arraial do cabo,-22.9661,-42.0278,23.98,88,20,4.63,BR,1682636562
289,lihue,21.9789,-159.3672,27.58,66,17,3.03,US,1682636562
290,nadym,65.5333,72.5167,-5.26,94,100,9.3,RU,1682636563
291,swan view,-31.8833,116.05,9.9,97,0,2.57,AU,1682636563
292,taylor,32.3001,-99.8337,25.24,35,0,4.12,US,1682636563
293,pisco,-13.7,-76.2167,23.03,78,0,7.2,PE,1682636563
294,longquan,24.6719,102.1613,14.24,74,0,1.92,CN,1682636564
295,yaren,-0.5472,166.916,28.88,74,40,7.0,NR,1682636356
296,cambria,35.5641,-121.0808,29.58,67,40,1.92,US,1682636564
297,la'ie,21.6477,-157.9253,24.5,83,31,1.34,US,1682636564
298,kapuskasing,49.4169,-82.4331,4.05,87,100,6.69,CA,1682636565
299,miles city,46.4083,-105.8406,10.54,53,100,9.26,US,1682636565
300,ingeniero jacobacci,-41.3427,-69.5448,14.08,59,98,4.7,AR,1682636565
301,al bardiyah,31.7561,25.0865,16.27,72,0,7.32,LY,1682636566
302,buka,40.8108,69.1986,17.35,46,26,0.33,UZ,1682636566
303,quatre cocos,-20.2078,57.7625,23.94,80,98,4.77,MU,1682636566
304,cosala,24.4125,-106.6908,32.59,18,0,4.5,MX,1682636566
305,amga,60.8953,131.9608,0.4,91,100,0.72,RU,1682636567
306,nguigmi,14.2495,13.1092,30.03,16,16,2.94,NE,1682636567
307,argo,37.6333,22.7333,13.21,70,93,1.17,GR,1682636567
308,tsiombe,-25.3,45.4833,20.59,87,0,4.24,MG,1682636567
309,tari,12.4086,4.4914,31.1,40,50,4.64,NG,1682636568
310,lethem,3.3803,-59.7968,26.01,75,89,2.11,GY,1682636568
311,karratha,-20.7377,116.8463,27.02,54,99,1.58,AU,1682636568
312,puerto la cruz,10.2167,-64.6167,25.97,83,86,4.7,VE,1682636300
313,mohale's hoek,-30.1514,27.4769,14.86,80,42,1.79,LS,1682636569
314,veraval,20.9,70.3667,25.66,83,1,3.71,IN,1682636569
315,vila franca do campo,37.7167,-25.4333,17.23,90,100,5.6,PT,1682636572
316,ishimbay,53.4545,56.0415,12.09,64,6,0.74,RU,1682636572
317,tateyama,34.9833,139.8667,18.26,65,27,7.24,JP,1682636572
318,porto novo,6.4965,2.6036,26.9,80,100,2.99,BJ,1682635797
319,ambon,-3.6954,128.1814,28.86,89,40,1.54,ID,1682636573
320,volodarskiy,46.4013,48.5409,11.97,41,22,2.6,RU,1682636574
321,afua,-0.1567,-50.3867,23.46,96,100,2.39,BR,1682636574
322,sanctuary point,-35.1114,150.629,22.96,49,0,2.59,AU,1682636575
323,kenora,49.8167,-94.4337,9.54,57,75,0.0,CA,1682636575
324,kas,36.2018,29.6377,14.42,84,11,0.49,TR,1682636575
325,aldama,22.9167,-98.0667,32.5,61,92,7.23,MX,1682636576
326,kuressaare,58.2481,22.5039,4.97,88,40,4.63,EE,1682636576
327,riberalta,-10.9833,-66.1,31.11,66,40,2.06,BO,1682636576
328,amlagora,22.8333,87.3333,27.75,57,59,1.84,IN,1682636577
329,sarakhs,36.5449,61.1577,19.94,12,9,2.13,IR,1682636577
330,tanguieta,10.6212,1.2665,28.11,58,48,2.66,BJ,1682636578
331,jiaozhou,36.2839,120.0033,12.98,84,73,4.13,CN,1682636578
332,dunedin,-45.8742,170.5036,13.64,59,1,0.96,NZ,1682636578
333,toliara,-23.35,43.6667,20.62,80,0,4.52,MG,1682636578
334,keflavik,64.0049,-22.5624,1.95,86,75,4.63,IS,1682636579
335,biltine,14.5333,20.9167,30.95,17,51,4.85,TD,1682636579
336,bei'an,24.5399,109.533,20.2,94,100,1.92,CN,1682636579
337,kalmar,56.6616,16.3616,4.42,87,54,2.06,SE,1682636580
338,rongelap,11.1635,166.8941,27.04,82,56,9.46,MH,1682636580
339,roquetas de mar,36.7642,-2.6148,21.45,63,96,1.67,ES,1682636580
340,richards bay,-28.783,32.0377,23.58,87,38,7.33,ZA,1682636581
341,price,39.5994,-110.8107,18.4,35,100,9.36,US,1682636581
342,vallenar,-28.5708,-70.7581,18.49,61,1,1.37,CL,1682636581
343,mushie,-3.0167,16.9,23.77,86,56,1.52,CD,1682636582
344,sant lluis,39.8526,4.2594,16.22,88,0,3.09,ES,1682636582
345,canutama,-6.5339,-64.3831,25.59,83,93,1.05,BR,1682636583
346,carutapera,-1.195,-46.02,24.17,93,91,1.84,BR,1682636583
347,broome,42.2506,-75.833,14.27,51,0,2.57,US,1682636583
348,makar'yev,57.8797,43.8069,6.19,96,12,1.31,RU,1682636584
349,stephenville,32.2207,-98.2023,22.87,45,0,2.57,US,1682636449
350,piacabucu,-10.4056,-36.4344,25.84,83,37,3.43,BR,1682636584
351,south hedland,-20.4089,118.5983,22.96,68,40,1.54,AU,1682636585
352,akureyri,65.6835,-18.0878,-2.04,64,40,3.09,IS,1682636585
353,bikenibeu village,1.3673,173.1241,29.98,74,20,5.14,KI,1682636585
354,buala,-8.145,159.5921,29.69,67,27,1.44,SB,1682636585
355,san patricio,28.017,-97.5169,27.87,56,45,2.72,US,1682636586
356,fiambala,-27.6871,-67.6149,21.7,38,27,1.5,AR,1682636586
357,gejiu,23.306,103.1635,12.06,94,30,1.76,CN,1682636586
358,tionk essil,12.7856,-16.5217,25.03,64,0,4.54,SN,1682636586
359,guasdualito,7.2424,-70.7324,28.98,79,40,1.54,VE,1682636587
360,magalia,39.8121,-121.5783,27.86,27,63,2.46,US,1682636414
361,road town,18.4167,-64.6167,28.02,74,40,2.57,VG,1682636587
362,iksan,35.9439,126.9544,12.79,59,0,1.79,KR,1682636588
363,new milford,40.9327,-74.0179,13.8,75,40,3.09,US,1682636588
364,lata,40.1629,-8.3327,17.73,66,94,1.14,PT,1682636588
365,gargalianoi,37.0667,21.6333,12.97,69,1,1.32,GR,1682636589
366,kirensk,57.7853,108.1119,0.6,91,80,2.02,RU,1682636589
367,vorkuta,67.5,64.0,-6.06,93,51,5.89,RU,1682636589
368,vila velha,-20.3297,-40.2925,25.97,90,75,6.69,BR,1682636589
369,semey,50.4111,80.2275,14.38,39,87,3.28,KZ,1682636590
370,vadso,70.0744,29.7487,1.49,93,66,4.63,NO,1682636590
371,cidreira,-30.1811,-50.2056,18.31,78,1,2.71,BR,1682636590
372,pasuquin,18.3328,120.6177,24.97,88,40,1.03,PH,1682636590
373,balqash,46.8481,74.995,13.49,44,25,5.35,KZ,1682636591
374,larkird,35.4894,66.6641,13.85,28,0,2.34,AF,1682636591
375,campamento,14.55,-86.65,33.35,23,77,2.56,HN,1682636591
376,okha,53.5739,142.9478,-0.23,89,100,5.31,RU,1682636591
377,tabou,4.423,-7.3528,26.85,84,62,2.28,CI,1682636592
378,nar'yan-mar,67.6713,53.087,-4.54,88,98,4.04,RU,1682636592
379,beira,-19.8436,34.8389,22.05,100,0,1.03,MZ,1682636592
380,levuka,50.1834,-105.4011,9.9,57,75,6.69,CA,1682636593
381,susuman,62.7833,148.1667,-3.78,81,94,1.58,RU,1682636593
382,cranbrook,49.4999,-115.7688,16.91,17,75,4.12,CA,1682636400
383,al kharj,24.155,47.3346,25.32,33,15,3.41,SA,1682636593
384,tindouf,27.6711,-8.1474,32.25,11,0,3.09,DZ,1682636594
385,yantzaza,-3.8278,-78.7594,21.53,95,94,0.52,EC,1682636557
386,paramonga,-10.6667,-77.8333,24.07,80,46,4.36,PE,1682636594
387,missoula,47.0166,-113.8009,12.69,27,93,1.91,US,1682636402
388,flin flon,54.7682,-101.865,8.91,37,75,3.6,CA,1682636595
389,virginia beach,36.8529,-75.978,20.01,72,100,3.6,US,1682636408
390,puerto armuelles,8.2833,-82.8667,30.99,72,20,2.63,PA,1682636595
391,sola,-13.8833,167.55,26.98,72,6,0.99,VU,1682636596
392,haimen,23.1935,116.6142,18.94,85,91,3.3,CN,1682636596
393,shangrao,28.4532,117.9686,19.37,85,98,1.45,CN,1682636597
394,martinopolis,-22.1458,-51.1708,22.62,91,18,1.59,BR,1682636339
395,kirakira,-10.4544,161.9205,28.84,74,11,1.4,SB,1682636597
396,arvika,59.6553,12.5852,2.34,80,83,1.32,SE,1682636598
397,nhamunda,-2.1861,-56.7131,25.57,86,64,1.45,BR,1682636598
398,georgetown,5.4112,100.3354,26.96,94,20,1.54,MY,1682636351
399,luza,60.6308,47.2512,-0.82,92,76,3.79,RU,1682636599
400,coronel suarez,-37.4547,-61.9334,18.38,51,100,2.15,AR,1682636599
401,serra talhada,-7.9919,-38.2983,24.2,72,98,0.55,BR,1682636600
402,stung treng,13.5259,105.9683,25.87,72,73,1.53,KH,1682636600
403,port augusta,-32.5,137.7667,16.78,71,66,2.64,AU,1682636600
404,laojunmiao,39.8333,97.7333,-1.12,41,0,3.35,CN,1682636601
405,nizhneudinsk,54.9076,99.0276,1.72,95,100,1.75,RU,1682636601
406,kuraymah,18.55,31.85,28.1,12,37,8.59,SD,1682636602
407,cadale,2.7603,46.3222,28.53,76,100,6.21,SO,1682636602
408,tianpeng,30.9866,103.9393,16.26,67,100,2.06,CN,1682636602
409,arkhangel'sk,64.5401,40.5433,-0.94,74,0,5.0,RU,1682636330
410,prince rupert,54.3161,-130.3201,11.05,59,40,4.12,CA,1682636603
411,praia,14.9215,-23.5087,22.3,78,20,8.75,CV,1682636603
412,genhe,50.7833,121.5167,3.94,45,93,5.01,CN,1682636603
413,oriximina,-1.7656,-55.8661,25.28,91,95,1.48,BR,1682636604
414,szydlowiec,51.2282,20.8611,4.6,82,16,1.95,PL,1682636604
415,kayangel,8.0823,134.7173,28.73,76,48,3.59,PW,1682636604
416,candon,17.1947,120.4517,27.6,70,9,0.46,PH,1682636604
417,howrah,22.5892,88.3103,25.0,83,40,2.57,IN,1682636605
418,kavieng,-2.5744,150.7967,28.45,77,73,2.48,PG,1682636605
419,mar del plata,-38.0023,-57.5575,16.72,89,0,2.57,AR,1682636605
420,nogliki,51.8333,143.1667,0.01,98,100,3.92,RU,1682636605
421,kalmunai,7.4167,81.8167,26.32,84,69,2.16,LK,1682636606
422,cururupu,-1.8283,-44.8683,23.41,97,99,1.32,BR,1682636606
423,malango,-2.9627,119.9001,20.88,97,99,0.57,ID,1682636606
424,muisne,0.6,-80.0333,27.43,79,56,2.22,EC,1682636607
425,plastun,44.7561,136.2939,10.38,57,99,0.84,RU,1682636607
426,mawlamyinegyunn,16.3833,95.2667,26.23,78,0,2.47,MM,1682636607
427,lumphat,13.4878,106.9816,24.91,75,56,1.69,KH,1682636608
428,sabang,5.8933,95.3214,28.18,72,100,1.75,ID,1682636608
429,yamada,39.4667,141.95,13.99,44,44,3.39,JP,1682636608
430,touros,-5.1989,-35.4608,25.31,89,100,2.91,BR,1682636608
431,macau,22.2006,113.5461,23.25,88,40,4.12,MO,1682636435
432,liaoyuan,42.9036,125.1358,9.39,88,100,3.95,CN,1682636609
433,kiunga,-6.1219,141.2906,25.44,94,84,1.21,PG,1682636609
434,revda,56.801,59.9303,9.8,86,9,3.55,RU,1682636609
435,portage la prairie,49.9728,-98.2926,9.05,65,75,8.05,CA,1682636610
436,tramandai,-29.9847,-50.1336,17.94,79,4,2.85,BR,1682636610
437,yung shue wan,22.2333,114.1167,23.09,90,100,6.96,HK,1682636610
438,soio,-6.1349,12.3689,26.25,89,97,1.34,AO,1682636610
439,sampit,-2.5333,112.95,24.26,93,100,0.51,ID,1682636611
440,kashmar,35.2383,58.4656,20.55,26,90,0.24,IR,1682636611
441,ust'-kut,56.7938,105.7672,-1.04,81,35,1.5,RU,1682636611
442,zell am see,47.3256,12.7944,9.28,44,65,2.36,AT,1682636612
443,yeed,4.55,43.0333,27.54,66,100,6.13,SO,1682636612
444,illizi,26.4833,8.4667,28.89,18,93,3.85,DZ,1682636612
445,pathein,16.7833,94.7333,25.41,81,0,2.44,MM,1682636612
446,shuangjiang,26.1547,109.7138,16.72,99,100,0.79,CN,1682636612
447,at taj,24.2049,23.2857,24.18,15,0,4.65,LY,1682636613
448,colonia,50.9333,6.95,12.75,61,0,2.57,DE,1682636408
449,san jose del guaviare,2.5729,-72.6459,24.1,93,77,1.05,CO,1682636613
450,crozon,48.2464,-4.4899,14.07,100,100,5.66,FR,1682636613
451,chaparral,3.7232,-75.4832,23.08,88,67,1.49,CO,1682636614
452,coahuayana de hidalgo,18.7,-103.6583,29.2,46,3,3.35,MX,1682636614
453,itaituba,-4.2761,-55.9836,26.35,80,99,0.96,BR,1682636614
454,las tablas,7.7667,-80.2833,30.65,99,96,2.9,PA,1682636514
455,sao tome,0.3365,6.7273,26.66,81,99,3.64,ST,1682636615
456,kismayo,-0.3582,42.5454,26.97,81,100,4.94,SO,1682636615
457,malabar,-33.9667,151.25,20.99,78,0,3.6,AU,1682636615
458,faranah,10.0404,-10.7434,26.87,31,75,2.08,GN,1682636616
459,kochubey,44.3861,46.5825,12.84,90,37,3.42,RU,1682636616
460,smithers,54.7804,-127.1743,9.18,49,75,5.14,CA,1682636340
461,la foa,-21.7108,165.8276,23.81,72,63,5.82,NC,1682636616
462,walvis bay,-22.9575,14.5053,15.05,64,1,4.87,NA,1682636616
463,waingapu,-9.6567,120.2641,26.38,89,87,3.09,ID,1682636617
464,dudinka,69.4058,86.1778,-18.22,100,99,1.16,RU,1682636617
465,la ronge,55.1001,-105.2842,7.14,49,75,2.06,CA,1682636617
466,margate,51.3813,1.3862,10.5,82,100,2.68,GB,1682636617
467,san pedro,14.35,121.0167,27.95,75,20,2.06,PH,1682636620
468,conduaga,8.862,117.4893,27.11,79,96,1.08,PH,1682636620
469,jianshui,23.6363,102.8264,16.94,89,11,1.74,CN,1682636620
470,santo tome,-31.6627,-60.7653,22.79,70,52,1.79,AR,1682636497
471,san andres,12.5847,-81.7006,30.01,62,20,2.57,CO,1682636390
472,mossel bay,-34.1831,22.146,16.96,80,85,1.86,ZA,1682636621
473,skuodas,56.2667,21.5333,4.92,86,11,3.17,LT,1682636622
474,kapa'a,22.0752,-159.319,27.99,65,25,2.68,US,1682636622
475,basco,20.4487,121.9702,25.66,86,52,7.44,PH,1682636623
476,aripuana,-9.1667,-60.6333,23.68,97,99,0.98,BR,1682636623
477,cutral-co,-38.9469,-69.2089,16.62,42,48,3.08,AR,1682636623
478,newman,37.3138,-121.0208,34.19,28,9,0.89,US,1682636624
479,hollins,37.3413,-79.9431,16.21,87,100,4.63,US,1682636624
480,port lincoln,-34.7333,135.8667,15.6,51,87,7.09,AU,1682636624
481,trairi,-3.2778,-39.2689,22.22,95,100,2.33,BR,1682636492
482,linxia chengguanzhen,35.6003,103.2064,3.81,73,81,1.23,CN,1682636624
483,nuuk,64.1835,-51.7216,1.6,86,0,7.6,GL,1682636624
484,dikhil,11.5,42.1667,26.75,43,100,1.42,DJ,1682636625
485,fortuna,40.5982,-124.1573,21.63,67,10,0.89,US,1682636625
486,zhoucun,36.8167,117.8167,16.76,72,100,3.98,CN,1682636625
487,koysinceq,36.0821,44.6278,17.85,36,60,2.09,IQ,1682636626
488,aldan,58.6031,125.3894,-1.41,76,20,0.35,RU,1682636626
489,la mira,18.035,-102.3266,28.58,51,100,4.83,MX,1682636626
490,zeya,53.75,127.2667,3.82,55,49,1.71,RU,1682636627
491,saldanha,-33.0117,17.9442,14.03,83,0,1.13,ZA,1682636627
492,diplo,24.4667,69.584,24.86,77,24,3.89,PK,1682636627
493,tadine,-21.55,167.8833,24.06,72,77,7.87,NC,1682636627
494,freetown,8.484,-13.2299,26.25,75,17,3.58,SL,1682636627
495,chibougamau,49.9168,-74.3659,6.79,49,100,2.06,CA,1682636611
496,grand falls-windsor,48.9332,-55.6649,2.5,82,51,2.68,CA,1682636628
497,bandar-e anzali,37.4727,49.4622,17.06,93,9,0.52,IR,1682636628
498,ugoofaaru,5.6667,73.0,28.56,74,62,1.78,MV,1682636628
499,peace river,56.2501,-117.286,16.17,25,75,8.23,CA,1682636628
500,belize city,17.4995,-88.1976,30.01,74,20,4.63,BZ,1682636629
501,malindi,-3.2175,40.1191,25.86,85,100,8.57,KE,1682636629
502,mont-de-marsan,44.0,-0.6667,19.32,75,0,2.06,FR,1682636629
503,mili,6.0815,171.735,28.18,77,86,7.66,MH,1682636629
504,el hed,36.65,4.7736,14.4,32,49,1.72,DZ,1682636629
505,lewistown,40.5992,-77.5714,18.67,36,0,3.09,US,1682636630
506,cedeira,43.6797,-8.0209,14.66,85,100,1.52,ES,1682636630
507,kiiminki,65.1314,25.7974,1.81,84,100,3.18,FI,1682636630
508,areal,-22.2306,-43.1056,19.0,95,18,1.79,BR,1682636630
509,tonghae,37.5439,129.1069,16.54,47,0,2.54,KR,1682636630
510,ambikapur,23.1167,83.2,24.48,37,99,1.24,IN,1682636631
511,qarazhal,48.0078,70.7903,13.51,32,12,3.23,KZ,1682636631
512,gebeit,21.0667,36.3167,23.79,23,28,1.56,SD,1682636631
513,minas de marcona,-15.2119,-75.1103,17.66,79,9,5.6,PE,1682636631
514,asikkala,61.2167,25.5,2.27,83,100,2.91,FI,1682636632
515,campbell river,50.0163,-125.2446,16.21,48,20,2.57,CA,1682636632
516,konarka,19.9,86.1167,27.22,85,32,4.41,IN,1682636632
517,boyalik,41.2634,28.6314,9.88,82,92,3.65,TR,1682636632
518,zhumysker,49.3333,49.4,14.9,53,86,3.47,KZ,1682636632
519,tekeli,44.83,78.8239,9.92,34,2,4.86,KZ,1682636633
520,kazanskoye,55.6448,69.235,14.56,43,78,5.06,RU,1682636633
521,dakhla,23.6848,-15.958,19.24,90,0,5.64,EH,1682636633
522,steubenville,40.3698,-80.634,18.32,29,100,2.25,US,1682636633
523,chestertown,39.209,-76.0666,17.77,78,100,4.97,US,1682636634
524,silvania,-16.6589,-48.6081,21.38,77,90,1.45,BR,1682636634
525,mount pearl,47.5166,-52.7813,1.29,92,100,5.66,CA,1682636634
526,san lorenzo de esmeraldas,1.2883,-78.8369,26.18,85,67,2.23,EC,1682636634
527,ulladulla,-35.35,150.4667,20.0,48,1,2.83,AU,1682636634
528,takoradi,4.8845,-1.7554,23.88,90,100,5.22,GH,1682636635
529,chita,52.0333,113.55,-2.06,59,21,0.0,RU,1682636394
530,nolinsk,57.5596,49.9363,8.57,97,25,3.01,RU,1682636635
531,funafuti,-8.5243,179.1942,33.0,75,40,5.14,TV,1682636635
532,santana,-0.0583,-51.1817,28.1,83,40,4.12,BR,1682636465
533,lompoc,34.6391,-120.4579,28.77,83,75,2.68,US,1682636522
534,tezu,27.9167,96.1667,23.11,46,100,1.27,IN,1682636636
535,aboisso,5.4678,-3.2071,25.79,89,94,0.81,CI,1682636636
536,santo antonio,-6.3106,-35.4789,24.04,87,98,2.41,BR,1682636636
537,saint-felicien,48.6501,-72.4491,12.28,50,40,1.54,CA,1682636636
538,yuzhno-kurilsk,44.0306,145.8556,7.63,73,49,9.04,RU,1682636636
539,carandai,-20.9536,-43.8064,16.1,94,10,1.69,BR,1682636388
540,pionerskiy,54.9508,20.2275,3.91,77,20,7.22,RU,1682636637
541,kittila,67.6647,24.8936,3.08,60,75,3.6,FI,1682636637
542,general levalle,-34.0147,-63.9241,21.46,41,48,4.33,AR,1682636637
543,new kingman-butler,35.265,-114.0323,30.46,6,0,2.57,US,1682636637
544,nantucket,41.2835,-70.0995,10.03,83,100,3.09,US,1682636638
545,ridgecrest,35.6225,-117.6709,33.69,6,75,1.54,US,1682636483
546,sao jose do rio pardo,-21.5956,-46.8886,18.13,93,7,0.71,BR,1682636638
547,dokkum,53.3222,5.997,8.0,81,100,4.63,NL,1682636638
548,siggiewi,35.8556,14.4364,15.57,94,0,1.54,MT,1682636638
549,antsiranana,-12.2787,49.2917,25.4,78,49,6.76,MG,1682636638
550,sake,-1.5736,29.045,17.59,96,100,0.45,CD,1682636639
551,tongliao,43.6125,122.2653,11.51,77,100,7.06,CN,1682636639
552,port sudan,19.6175,37.2164,26.31,60,9,4.12,SD,1682636639
553,puerto deseado,-47.7503,-65.8938,11.37,47,40,5.14,AR,1682636639
554,shakawe,-18.3667,21.85,19.58,37,8,1.41,BW,1682636640
555,nova sintra,14.8667,-24.7167,19.9,79,17,9.51,CV,1682636640
556,stavern,59.0,10.0333,3.99,60,8,1.79,NO,1682636640
557,nganjuk,-7.6051,111.9035,24.28,93,96,1.15,ID,1682636640
558,bonanza,14.0289,-84.591,32.8,33,37,1.7,NI,1682636358
559,gilgit,35.9221,74.3087,11.48,61,20,0.12,PK,1682636641
560,puerto santa,-8.9906,-78.6456,24.19,82,27,4.33,PE,1682636641
561,cockburn town,21.4612,-71.1419,25.79,73,85,4.83,TC,1682636642
562,ghat,24.9647,10.1728,27.79,18,79,2.24,LY,1682636643
563,saint-joseph,-21.3667,55.6167,20.82,89,64,2.89,RE,1682636429
564,mao,39.8885,4.2658,16.31,88,0,3.09,ES,1682636646
565,pierre,44.3683,-100.351,17.51,53,75,12.35,US,1682636646
566,florence,43.7667,11.25,13.75,80,0,2.06,IT,1682636441
567,kenai,60.5544,-151.2583,7.05,56,100,2.57,US,1682636647
568,westport,41.1415,-73.3579,12.75,76,0,2.57,US,1682636647
569,tarko-sale,64.9225,77.785,-2.74,96,100,9.14,RU,1682636648
570,papao,-17.75,-149.55,30.82,74,80,2.65,PF,1682636648
571,fort frances,48.5999,-93.4003,10.65,81,100,3.09,CA,1682636546
572,khabarovsk,48.4808,135.0928,3.89,75,0,2.0,RU,1682636373
573,klaksvik,62.2266,-6.589,1.51,58,100,6.44,FO,1682636649
574,lamu,-2.2717,40.902,23.12,86,99,8.07,KE,1682636649
